Date|License|Event Name|Login Code|Report Type|Source File|Failure|Failure Reason|Failure Code|Safety Score|Productivity Score|Maintenance Score|Total Score|Maximum Bucket Height|Number of Collisions Between Bucket And Truck|Number of Times Bucket Passed Over Truck Cabin|Average Bucket Fill Factor|Average Bucket Height|Average Cycle Time|Average Distance Between Bucket And Truck Rail|Average Dumping Height of Material|Average Material Per Pass|Execution Time|Fuel Burned|Highest RPM Speed Setting Used|Number of Buckets to Load Truck|Number of Trucks Loaded|Productivity|Time Spent Stopped|Time Spent Swinging Left|Time Spent Swinging Right|Trucks Incorrectly Spotted|Volume of Material Dumped into Truck|Volume of Material Moved|Number of Bucket Collisions with Ground While Stopped|Number of Bucket Slams|Time Spent Counter Rotating|Time Spent Digging Over Final Drive|Number Of Passes To Move Material
2/28/2026 1:17:00 PM|Construction Simulator Experience|Daytona Bike Week|4165752131|3|EXC - Truck Loading - 28-02-26-13.17.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|27.78|25.00|32.00|8.777758|0|0|109.85|2.994404|19.63223|2.425789|3.295659|6.843669|299.792|1.258348|10|4|1|328.724|223.4267|21.5613|20.85797|0|3.473973|27.37468|10|5|3.220253|0|
2/28/2026 1:14:00 PM|Construction Simulator Experience|Daytona Bike Week|6473912581|3|EXC - Truck Loading - 28-02-26-13.14.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|33.33|50.00|40.00|6.582561|1|0|99.63492|2.804154|19.92502|1.91203|2.997043|6.022744|312.5815|1.295236|10|5|1|416.1836|277.1313|17.43901|15.06004|0|4.865679|36.13646|18|6|0|0|
2/28/2026 1:12:00 PM|Construction Simulator Experience|Daytona Bike Week|6475251627|3|EXC - Truck Loading - 28-02-26-13.12.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|44.44|25.00|48.00|6.495311|0|0|102.8194|3.06287|19.3864|1.106883|2.077343|7.277552|305.7176|1.268326|10|4|1|342.7893|238.6208|55.1238|31.10261|1|6.203553|29.11021|2|7|5.152876|0|
2/28/2026 1:10:00 PM|Construction Simulator Experience|Daytona Bike Week|6479627370|3|EXC - Truck Loading - 28-02-26-13.10.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|44.44|50.00|48.00|6.164367|1|0|107.6077|2.782073|57.78445|1.438574|2.410785|7.980922|198.109|0.8196102|10|1|1|439.1034|147.8947|7.611897|12.13705|0|0|24.16398|1|2|0|0|
2/28/2026 1:06:00 PM|Construction Simulator Experience|Daytona Bike Week|7275970666|3|EXC - Truck Loading - 28-02-26-13.06.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|27.78|50.00|40.00|5.519288|0|0|70.73896|2.821045|15.60698|1.579904|2.3161|2.879166|312.2753|1.315337|10|6|2|232.343|280.259|33.81634|21.94798|0|6.915149|20.15416|6|7|0|0|
2/28/2026 1:06:00 PM|Construction Simulator Experience|Daytona Bike Week|9103749318|3|EXC - Truck Loading - 28-02-26-13.06.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|22.22|50.00|28.00|5.646885|1|1|114.7748|2.960031|27.16637|1.057843|1.959283|7.663648|321.8502|1.351406|10|3|2|428.602|287.26|22.23779|15.42089|2|3.28992|38.31824|0|8|0.9949478|0|
2/28/2026 1:05:00 PM|Construction Simulator Experience|Daytona Bike Week|8137143549|3|EXC - Truck Loading - 28-02-26-13.05.xml|False|||100.00|50.00|25.00|52.00|5.898157|0|0|86.0463|2.628098|14.83381|1.540133|1.56784|5.302406|254.8509|1.06897|10|6|1|600.1404|208.6702|43.35992|37.67752|0|8.752934|42.48509|11|6|3.80223|0|
2/28/2026 12:59:00 PM|Construction Simulator Experience|Daytona Bike Week|8438263046|3|EXC - Truck Loading - 28-02-26-12.59.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|38.89|75.00|52.00|5.754728|0|0|115.7145|2.816732|23.96759|1.388851|2.341169|9.130863|328.0133|1.365243|10|5|1|501.0637|287.4383|34.83661|22.35775|0|5.759037|45.65432|0|3|0|0|
2/28/2026 12:59:00 PM|Construction Simulator Experience|Daytona Bike Week|8438602312|3|EXC - Truck Loading - 28-02-26-12.59.xml|False|||100.00|44.44|25.00|48.00|6.115089|0|0|118.4203|2.667056|21.14162|1.257443|1.754818|9.011975|347.2444|1.444371|10|5|1|560.5848|303.0303|34.85209|32.43109|0|6.239133|54.0722|5|8|0.6122521|0|
2/28/2026 12:52:00 PM|Construction Simulator Experience|Daytona Bike Week|7348589650|3|EXC - Truck Loading - 28-02-26-12.52.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|50.00|25.00|52.00|6.774829|0|0|93.69213|2.651835|8.852226|1.472202|2.168462|8.971872|313.7673|1.302424|10|8|1|926.4879|252.8195|40.00213|32.62278|0|12.25174|80.75046|37|11|2.014203|0|
2/28/2026 12:51:00 PM|Construction Simulator Experience|Daytona Bike Week|7347676913|3|EXC - Truck Loading - 28-02-26-12.51.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|27.78|25.00|32.00|6.334649|2|0|70.86436|2.526663|15.80115|1.399137|2.055579|2.03603|302.0021|1.266967|10|4|1|128.4685|257.9366|19.11845|21.97824|1|0|10.77716|29|9|4.213623|0|
2/28/2026 12:50:00 PM|Construction Simulator Experience|Daytona Bike Week|8633053043|3|EXC - Truck Loading - 28-02-26-12.50.xml|False|||66.67|55.56|25.00|52.00|6.506148|0|1|77.14931|2.891989|7.478786|1.785237|2.668617|4.114786|275.4674|1.149972|10|7|1|484.154|232.8313|42.20776|38.08126|0|8.976555|37.04685|3|9|0.3780617|0|
2/28/2026 12:45:00 PM|Construction Simulator Experience|Daytona Bike Week|7327575459|3|EXC - Truck Loading - 28-02-26-12.45.xml|False|||100.00|66.67|25.00|64.00|5.095863|0|0|108.2141|2.17829|4.958892|1.460489|1.820918|6.988851|274.545|1.138517|10|9|1|916.5166|212.1278|47.16209|57.8188|0|14.40723|69.89586|12|10|0.0125315|0|
2/28/2026 12:44:00 PM|Construction Simulator Experience|Daytona Bike Week|8139577838|3|EXC - Truck Loading - 28-02-26-12.44.xml|False|||100.00|38.89|50.00|48.00|5.594629|0|0|112.4326|2.109463|58.49369|1.264077|2.106154|9.965237|265.4174|1.107923|10|1|1|135.1639|202.8182|22.22193|14.94649|1|1.455827|9.965237|5|1|0|0|
2/28/2026 12:43:00 PM|Construction Simulator Experience|Daytona Bike Week|7328321177|3|EXC - Truck Loading - 28-02-26-12.43.xml|False|||66.67|72.22|50.00|68.00|5.658566|1|0|95.68117|2.2965|3.473925|1.496208|2.025762|5.234545|218.6162|0.9071391|10|8|1|775.7853|178.8893|55.03855|39.60736|0|12.00324|47.1109|2|9|0|0|
2/27/2026 3:42:00 PM|Construction Simulator Experience|Daytona Bike Week|7069757872|3|EXC - Truck Loading - 27-02-26-15.42.xml|False|||66.67|22.22|0.00|24.00|5.255317|1|0|70.56206|2.342406|9.901142|0.8504381|1.612041|5.54958|293.6883|1.220403|10|5|1|489.9292|235.2453|41.55588|28.27818|1|6.261434|39.96846|6|2|2.986488|8.855178|
2/27/2026 3:34:00 PM|Construction Simulator Experience|Daytona Bike Week|3158064311|3|EXC - Truck Loading - 27-02-26-15.34.xml|False|||100.00|33.33|50.00|44.00|5.611257|0|0|95.63837|2.041678|12.02612|1.25676|1.770285|4.845218|299.7584|1.24603|10|4|1|291.0491|204.7952|42.30222|23.7696|1|5.210375|24.23456|6|4|0|0|
2/27/2026 3:23:00 PM|Construction Simulator Experience|Daytona Bike Week|3868370161|3|EXC - Truck Loading - 27-02-26-15.23.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|22.22|25.00|28.00|5.928421|1|0|88.23221|2.261902|25.79291|0.8879732|1.474333|6.408068|309.3143|1.265501|10|3|1|223.7437|204.938|12.28934|8.482582|1|3.586795|19.22421|9|4|0.0079559|0|
2/27/2026 3:23:00 PM|Construction Simulator Experience|Daytona Bike Week|4077328718|3|EXC - Truck Loading - 27-02-26-15.23.xml|False|||100.00|38.89|50.00|48.00|6.807437|0|0|70.03568|2.153697|22.66488|1.353183|2.065082|4.612104|356.5992|1.482892|10|3|1|139.6827|261.4553|26.93375|19.96658|0|3.227813|13.83631|4|6|0|0|
2/27/2026 3:23:00 PM|Construction Simulator Experience|Daytona Bike Week|4078326021|3|EXC - Truck Loading - 27-02-26-15.23.xml|False|||100.00|38.89|25.00|44.00|5.699129|0|0|113.5587|2.187089|29.30051|1.50403|2.381957|11.2885|367.9331|1.535425|10|3|1|331.3531|305.2079|37.58364|27.48862|0|3.635154|33.8655|4|3|5.673007|0|
2/27/2026 3:02:00 PM|Construction Simulator Experience|Daytona Bike Week|8608374541|3|EXC - Truck Loading - 27-02-26-15.02.xml|False|||33.33|22.22|25.00|24.00|4.876155|1|0|65.91332|1.988454|15.96742|0.8008043|1.182625|4.21453|288.8373|1.205795|10|4|1|265.028|211.1803|29.40227|19.03208|1|4.05157|21.26388|21|4|1.128531|0|
2/27/2026 3:00:00 PM|Construction Simulator Experience|Daytona Bike Week|4134543627|3|EXC - Truck Loading - 27-02-26-15.00.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|50.00|25.00|48.00|5.805515|0|1|98.78376|2.73522|13.02971|1.426381|2.097243|7.467482|322.1522|1.357236|10|9|1|751.0314|289.8773|38.94493|33.75447|0|0|67.20734|18|9|4.939504|0|
2/27/2026 2:59:00 PM|Construction Simulator Experience|Daytona Bike Week|8604740564|3|EXC - Truck Loading - 27-02-26-14.59.xml|False|||66.67|55.56|50.00|56.00|6.259276|2|0|79.61723|2.74932|7.657943|1.613542|2.483171|4.423703|265.425|1.112486|10|8|3|602.7031|223.5844|49.85826|36.86972|0|10.57126|44.4368|18|11|0|0|
2/27/2026 2:55:00 PM|Construction Simulator Experience|Daytona Bike Week|5857486347|3|EXC - Truck Loading - 27-02-26-14.55.xml|False|||100.00|61.11|25.00|60.00|6.619191|0|0|109.5125|2.6725|6.503891|0.8390352|1.575594|8.742185|256.9793|1.052734|10|6|1|734.8109|210.0707|54.47918|34.17787|0|9.294654|52.45311|3|7|0.1835639|0|
2/27/2026 2:49:00 PM|Construction Simulator Experience|Daytona Bike Week|5083313391|3|EXC - Truck Loading - 27-02-26-14.49.xml|False|||66.67|33.33|25.00|36.00|6.557555|2|0|88.25919|2.611486|21.39146|1.559925|2.052972|7.200844|342.5362|1.42811|10|5|1|378.3985|269.6723|31.10301|24.28084|0|4.737522|36.00422|4|7|2.859664|0|
2/27/2026 2:46:00 PM|Construction Simulator Experience|Daytona Bike Week|5083152298|3|EXC - Truck Loading - 27-02-26-14.46.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|27.78|75.00|40.00|7.711434|0|0|120.9973|2.239101|48.37135|1.709213|2.161436|10.27938|305.436|1.261203|10|1|2|285.0473|228.8812|7.770829|5.71681|1|0|24.18437|0|3|0|0|
2/27/2026 2:36:00 PM|Construction Simulator Experience|Daytona Bike Week|9026905420|3|EXC - Truck Loading - 27-02-26-14.36.xml|False|||66.67|50.00|25.00|48.00|6.564374|1|0|102.5766|2.646595|13.2012|1.654077|2.479069|6.865005|338.8194|1.357598|10|7|1|585.0353|264.6924|63.39257|48.74408|1|9.356044|55.06148|16|7|0.2228764|0|
2/27/2026 2:35:00 PM|Construction Simulator Experience|Daytona Bike Week|9026989997|3|EXC - Truck Loading - 27-02-26-14.35.xml|False|||66.67|33.33|25.00|36.00|6.357809|1|0|106.1595|2.027172|15.89119|0.434664|0.9459727|8.647427|325.1005|1.328942|10|4|1|479.6335|231.7978|72.46498|31.1452|0|6.065969|43.31364|26|8|13.57523|0|
2/27/2026 2:29:00 PM|Construction Simulator Experience|Daytona Bike Week|6039332668|3|EXC - Truck Loading - 27-02-26-14.29.xml|False|||66.67|44.44|50.00|48.00|5.200459|4|0|90.47063|2.347273|3.684515|1.055886|1.666804|4.864521|292.3173|1.213796|10|13|1|899.2798|251.6061|91.96524|75.00491|0|13.95513|73.02085|19|14|0|0|
2/27/2026 2:28:00 PM|Construction Simulator Experience|Daytona Bike Week|6036800908|3|EXC - Truck Loading - 27-02-26-14.28.xml|False|||66.67|61.11|50.00|60.00|4.884784|0|0|108.9305|2.793253|8.032343|1.31752|1.793896|7.093163|239.9132|0.9967381|10|8|2|853.4222|201.7198|64.23855|60.21696|0|10.73743|56.87423|7|8|0|0|
2/27/2026 2:26:00 PM|Construction Simulator Experience|Daytona Bike Week|1603398150|3|EXC - Truck Loading - 27-02-26-14.26.xml|False|||100.00|77.78|50.00|76.00|5.154971|0|0|101.0323|2.45266|6.11342|1.409287|2.018667|5.086015|250.0797|1.047967|10|8|1|587.154|205.1333|72.01894|46.05223|0|11.3326|40.78758|12|8|0|0|
2/27/2026 2:20:00 PM|Construction Simulator Experience|Daytona Bike Week|8154999146|3|EXC - Truck Loading - 27-02-26-14.20.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|55.56|25.00|56.00|6.47527|0|0|89.23031|2.771402|14.57454|1.375537|1.747328|4.587648|243.6513|1.024469|10|7|1|542.2679|204.9156|40.24979|25.1992|0|8.852528|36.70119|5|8|0.1267393|0|
2/27/2026 2:16:00 PM|Construction Simulator Experience|Daytona Bike Week|6097741088|3|EXC - Truck Loading - 27-02-26-14.16.xml|False|||66.67|55.56|25.00|52.00|6.258439|0|1|103.425|2.926626|12.35621|1.198267|2.011243|7.105789|419.434|1.737129|10|8|1|487.9528|310.283|48.72268|40.09528|1|8.289756|56.85111|10|9|0.062554|0|
2/27/2026 2:13:00 PM|Construction Simulator Experience|Daytona Bike Week|8562780793|3|EXC - Truck Loading - 27-02-26-14.13.xml|False|||33.33|38.89|25.00|36.00|7.079196|1|0|80.61642|2.612421|13.34087|1.627369|2.218215|4.058841|309.162|1.288384|10|4|2|379.6212|208.6664|30.66283|37.34703|2|4.551971|32.60123|19|4|2.588759|0|
2/27/2026 2:13:00 PM|Construction Simulator Experience|Daytona Bike Week|6095011305|3|EXC - Truck Loading - 27-02-26-14.13.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|66.67|25.00|64.00|6.360674|0|0|112.8742|2.201161|3.236256|1.42052|2.172984|8.953152|293.4551|1.09202|10|9|1|1112.132|214.2434|57.96181|49.9614|0|14.18601|90.65582|8|11|15.90058|0|
2/27/2026 2:04:00 PM|Construction Simulator Experience|Daytona Bike Week|5613245748|3|EXC - Truck Loading - 27-02-26-14.04.xml|False|||100.00|50.00|25.00|52.00|6.070511|0|0|93.62025|2.356678|8.027081|1.404761|2.192137|4.216601|353.5309|1.48426|10|6|1|300.5631|248.5534|55.53188|49.84578|0|8.397678|29.51621|32|7|0.6935987|0|
2/27/2026 2:01:00 PM|Construction Simulator Experience|Daytona Bike Week|3868983128|3|EXC - Truck Loading - 27-02-26-14.01.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|38.89|25.00|40.00|7.089149|0|0|105.5542|2.400137|11.89532|1.296142|1.796981|6.137945|378.3739|1.586036|10|5|1|525.5896|301.3423|33.06633|20.52059|0|7.05547|55.2415|28|5|0.2650632|0|
2/27/2026 1:52:00 PM|Construction Simulator Experience|Daytona Bike Week|3864517128|3|EXC - Truck Loading - 27-02-26-13.52.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|33.33|25.00|32.00|7.342261|1|0|111.5067|2.499497|15.19186|2.381099|3.301744|5.645552|169.6239|0.7052325|10|2|1|548.6214|137.7329|11.10822|9.981273|0|0|25.8498|6|3|3.813116|0|
2/27/2026 1:48:00 PM|Construction Simulator Experience|Daytona Bike Week|4163566074|3|EXC - Truck Loading - 27-02-26-13.48.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|11.11|100.00|32.00|1.482858|0|0|0|0.5606723|0|0|0|0|39.5803|0.1566982|10|0|0|0.1202796|39.5803|1.01576|0|0|0|0.001322417|0|0|0|0|
2/27/2026 1:42:00 PM|Construction Simulator Experience|Daytona Bike Week|2563370263|3|EXC - Truck Loading - 27-02-26-13.42.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|22.22|25.00|28.00|7.066444|0|0|81.21365|2.980743|7.966912|0.9674909|1.628461|3.202996|410.1541|1.597237|10|9|2|309.2463|332.8236|39.34384|23.56509|1|5.628718|35.23295|1|11|6.249057|0|
2/27/2026 1:41:00 PM|Construction Simulator Experience|Daytona Bike Week|5182695771|3|EXC - Truck Loading - 27-02-26-13.41.xml|False|||66.67|27.78|25.00|32.00|9.266623|0|0|52.69893|2.95854|18.31365|0|0|4.74575|362.5008|1.514056|10|0|1|235.6505|277.8722|26.21917|40.8917|1|2.268897|23.72875|9|10|6.360445|0|
2/27/2026 1:34:00 PM|Construction Simulator Experience|Daytona Bike Week|3049753888|3|EXC - Truck Loading - 27-02-26-13.34.xml|False|||100.00|44.44|50.00|52.00|6.530173|0|0|58.47739|2.668017|10.23047|1.637836|2.113034|3.10483|319.0934|1.344186|10|4|1|351.3721|245.0122|48.61176|40.25246|0|5.023125|31.14459|18|7|0|0|
2/27/2026 1:33:00 PM|Construction Simulator Experience|Daytona Bike Week|3045596905|3|EXC - Truck Loading - 27-02-26-13.33.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|44.44|25.00|48.00|5.915328|0|0|76.78066|1.906858|6.979226|1.581886|2.226269|4.150659|342.1231|1.263031|10|5|1|305.728|218.6969|34.53399|26.52408|0|7.733367|29.05461|6|7|7.082666|0|
2/27/2026 1:32:00 PM|Construction Simulator Experience|Daytona Bike Week|8436728484|3|EXC - Truck Loading - 27-02-26-13.32.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|27.78|25.00|28.00|6.217849|2|1|110.8692|2.954804|33.52507|0.583153|0.999701|6.980251|323.3418|1.348732|10|1|1|544.0135|232.3081|36.00719|35.61471|1|0|48.86176|3|5|1.384494|0|
2/27/2026 1:27:00 PM|Construction Simulator Experience|Daytona Bike Week|8436724118|3|EXC - Truck Loading - 27-02-26-13.27.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|44.44|25.00|44.00|6.604012|2|0|116.5705|3.08899|11.70921|1.68696|2.451626|5.281435|300.14|1.268183|10|6|1|749.4359|264.4204|37.88737|29.66799|0|9.188765|62.48214|41|10|0.1013436|0|
2/27/2026 1:26:00 PM|Construction Simulator Experience|Daytona Bike Week|0764438437|3|EXC - Truck Loading - 27-02-26-13.26.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|33.33|25.00|36.00|5.500498|0|1|118.3814|2.925601|23.70143|1.356816|2.136131|9.772085|441.8125|1.689587|10|3|2|238.8763|331.8156|39.97619|37.87146|1|5.10989|29.31626|2|3|3.308879|0|
2/27/2026 1:24:00 PM|Construction Simulator Experience|Daytona Bike Week|0765358980|3|EXC - Truck Loading - 27-02-26-13.24.xml|False|||66.67|27.78|25.00|32.00|7.290947|0|0|121.9974|2.808255|17.94368|0.8413341|1.402635|12.73613|318.6637|1.323774|10|4|1|721.1143|260.1107|35.87351|29.25957|0|7.827676|63.83137|5|6|0.2820286|0|
2/27/2026 1:19:00 PM|Construction Simulator Experience|Daytona Bike Week|8433378824|3|EXC - Truck Loading - 27-02-26-13.19.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|44.44|25.00|44.00|5.337135|1|0|99.60613|2.749026|15.0078|1.496839|2.043995|6.649139|300.6394|1.266884|10|7|1|557.3397|265.7905|37.22696|36.12846|0|9.657013|46.54398|4|6|2.913831|0|
2/27/2026 1:17:00 PM|Construction Simulator Experience|Daytona Bike Week|7274240422|3|EXC - Truck Loading - 27-02-26-13.17.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|22.22|25.00|32.00|6.973481|0|0|111.8618|3.119692|26.83063|1.37765|1.921354|8.967987|316.7857|1.30317|10|4|4|407.6542|267.8278|32.74123|17.51094|4|6.806908|35.87195|10|4|3.311726|0|
2/27/2026 1:17:00 PM|Construction Simulator Experience|Daytona Bike Week|0041471595|3|EXC - Truck Loading - 27-02-26-13.17.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|33.33|25.00|36.00|7.178494|0|0|87.16083|3.025576|11.21298|1.176975|2.012732|8.66663|217.1546|0.7510907|10|4|2|581.3801|159.0521|47.07022|28.40667|1|1.672206|35.23346|2|5|1.101279|0|
2/27/2026 1:12:00 PM|Construction Simulator Experience|Daytona Bike Week|7272541764|3|EXC - Truck Loading - 27-02-26-13.12.xml|False|||100.00|33.33|25.00|40.00|6.083687|0|0|79.70976|2.660871|16.44328|1.606141|2.264901|6.49017|308.0307|1.291716|10|4|1|303.4063|249.954|42.94796|17.65647|0|5.38799|25.96068|10|4|2.957344|0|
2/27/2026 1:11:00 PM|Construction Simulator Experience|Daytona Bike Week|7275658766|3|EXC - Truck Loading - 27-02-26-13.11.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|0.00|16.67|25.00|16.00|7.161631|1|2|38.62339|2.441577|22.65984|0|0|1.102294|174.2862|0.7258905|10|0|1|105.4332|126.2082|8.977133|4.349894|1|0|5.104318|18|1|2.579971|0|
2/27/2026 1:10:00 PM|Construction Simulator Experience|Daytona Bike Week|9105406513|3|EXC - Truck Loading - 27-02-26-13.10.xml|False|||33.33|55.56|25.00|48.00|8.192455|1|0|117.5823|2.64652|11.47824|1.351671|2.041817|10.14641|321.8616|1.351773|10|7|1|794.4079|254.5912|46.33243|40.97462|1|10.31746|71.02484|18|7|2.946235|0|
2/27/2026 1:07:00 PM|Construction Simulator Experience|Daytona Bike Week|9103185015|3|EXC - Truck Loading - 27-02-26-13.07.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|22.22|25.00|28.00|6.17062|3|0|104.3951|2.482244|27.6222|1.207322|1.641583|8.080789|316.8626|1.303024|10|5|2|550.8541|279.2147|29.27543|21.72863|1|7.393976|48.48473|22|9|0.09388921|0|
2/27/2026 1:04:00 PM|Construction Simulator Experience|Daytona Bike Week|7876792312|3|EXC - Truck Loading - 27-02-26-13.04.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|11.11|50.00|28.00|5.318583|0|0|72.18871|3.28063|63.51401|0.2732568|0.8155695|6.56741|302.6767|1.259257|10|1|3|244.006|263.6279|28.9408|12.30399|2|1.101744|20.51526|1|4|0|0|
2/27/2026 1:03:00 PM|Construction Simulator Experience|Daytona Bike Week|9103386159|3|EXC - Truck Loading - 27-02-26-13.03.xml|False|||66.67|66.67|25.00|60.00|7.284213|0|0|108.4522|2.986227|6.992829|1.471969|2.084321|6.43175|288.7392|1.166697|10|9|1|721.8727|249.2975|57.46066|55.75656|0|11.20463|57.89804|11|9|0.2438216|0|
2/27/2026 1:00:00 PM|Construction Simulator Experience|Daytona Bike Week|3147073140|3|EXC - Truck Loading - 27-02-26-13.00.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|33.33|25.00|40.00|6.030356|0|0|97.80202|2.896735|55.24734|1.538857|2.041795|8.593048|366.6604|1.516879|10|1|1|290.3305|264.1425|12.83416|8.73102|0|0|29.5702|14|7|2.349933|0|
2/27/2026 12:55:00 PM|Construction Simulator Experience|Daytona Bike Week|6892314070|3|EXC - Truck Loading - 27-02-26-12.55.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|11.11|25.00|16.00|4.787256|1|0|84.64068|1.870853|2.903018|0|0|0.344096|158.2789|0.6488608|10|0|1|547.318|125.9798|7.692095|7.329301|1|0|24.06358|4|1|0.2326618|0|
2/27/2026 12:46:00 PM|Construction Simulator Experience|Daytona Bike Week|7167964264|3|EXC - Truck Loading - 27-02-26-12.46.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|16.67|0.00|24.00|5.717342|0|0|89.1396|2.384523|40.65525|0.9591718|1.526607|8.995578|300.9822|1.271137|10|1|1|122.7064|167.9813|8.613457|13.91456|1|0|10.25901|1|4|6.08603|0.3318183|
2/27/2026 12:33:00 PM|Construction Simulator Experience|Daytona Bike Week|7047871523|3|EXC - Truck Loading - 27-02-26-12.33.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|44.44|50.00|48.00|6.344227|1|0|104.1984|2.603606|5.145783|0.8633906|1.527402|7.214473|303.2078|1.272408|10|8|1|987.8615|264.6104|77.84336|38.68077|0|0|83.20202|14|11|0|0|
2/27/2026 12:28:00 PM|Construction Simulator Experience|Daytona Bike Week|5813083295|3|EXC - Truck Loading - 27-02-26-12.28.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|22.22|25.00|28.00|5.164799|1|0|77.2884|2.225482|44.01254|1.101563|1.462651|10.38957|302.4845|1.267839|10|1|1|382.8351|238.7516|16.2269|13.76742|1|1.231406|32.16713|1|2|1.820903|0|
2/27/2026 11:59:00 AM|Construction Simulator Experience|Daytona Bike Week|7067250059|3|EXC - Truck Loading - 27-02-26-11.59.xml|False|||100.00|22.22|50.00|36.00|5.657915|0|0|91.4942|1.999569|15.18417|1.206819|1.770692|7.833148|477.7237|1.909289|10|5|1|354.2934|392.8445|38.7473|23.56078|0|7.594735|47.0151|7|4|0|0|
2/15/2026 11:56:00 AM|Construction Simulator Experience|Daytona 500|9803050623|3|EXC - Truck Loading - 15-02-26-11.56.xml|False|||100.00|44.44|25.00|48.00|6.735917|0|0|99.25286|2.342274|13.64903|1.336229|1.91038|6.961823|241.244|0.9977068|10|3|1|312.56|192.7944|30.61657|18.17837|0|4.397706|20.94534|5|5|2.662738|0|
2/15/2026 11:54:00 AM|Construction Simulator Experience|Daytona 500|2263744609|3|EXC - Truck Loading - 15-02-26-11.54.xml|False|||0.00|55.56|25.00|44.00|7.00269|2|2|99.33064|2.473397|2.56041|1.538941|2.294761|6.703992|237.562|0.9982442|10|13|1|1324.233|201.3136|71.11137|74.31782|0|15.05971|87.38541|7|13|1.383018|0|
2/15/2026 11:49:00 AM|Construction Simulator Experience|Daytona 500|3216072853|3|EXC - Truck Loading - 15-02-26-11.49.xml|False|||66.67|27.78|50.00|36.00|7.419688|0|0|34.64008|1.822827|30.43237|1.035951|1.817494|1.05832|210.1722|0.7999114|10|1|1|54.4664|161.2802|18.14428|17.11186|0|0.749553|3.179812|4|1|0|0|
2/15/2026 11:43:00 AM|Construction Simulator Experience|Daytona 500|7578761922|3|EXC - Truck Loading - 15-02-26-11.43.xml|False|||0.00|33.33|25.00|28.00|8.758123|1|3|83.12505|2.454908|24.27301|1.290173|2.020249|6.343959|302.9377|1.26463|10|4|1|452.3357|229.998|28.4363|30.13642|1|4.015215|38.06376|39|9|1.481249|0|
2/15/2026 11:38:00 AM|Construction Simulator Experience|Daytona 500|9172974490|3|EXC - Truck Loading - 15-02-26-11.38.xml|False|||66.67|44.44|25.00|44.00|7.676494|0|0|119.7295|1.986786|45.97325|1.510128|1.828989|9.841811|254.432|1.040243|10|1|1|141.1539|183.4096|12.29675|9.304045|0|1.698601|9.976133|2|1|1.178503|0|
